run,pe,seed,ood,epoch,embed_fourier_conc,logit_fourier_conc,key_freqs,restricted_loss,excluded_loss,train_loss_full,attn_entropy_eq,uniform_ablation_delta
p113_add_f0.3_alibi_L1_wd1.0_s0_x40,alibi,0,False,11498,0.3090478479862213,0.9483482735306407,"[24, 17, 6, 43, 13]",1.213214635848999,2.1390483379364014,0.004757128655910492,0.13901448249816895,1.6674370765686035
p113_add_f0.3_alibi_L1_wd1.0_s0_x40,alibi,0,False,15703,0.8490740060806274,0.9995211837434634,"[43, 6, 17, 24, 27]",1.0679124898160808e-05,11.794217109680176,2.5306984753115103e-05,0.4953959584236145,2.446253776550293
p113_add_f0.3_alibi_L1_wd1.0_s0_x40,alibi,0,False,16185,0.8752171993255615,0.9993623779631503,"[43, 6, 24, 17, 27]",1.2448401776055107e-07,15.830572128295898,3.080454007431399e-07,0.4989350438117981,3.2430803775787354
p113_add_f0.3_alibi_L1_wd1.0_s0_x40,alibi,0,False,-1,0.8752171993255615,0.9993623779631503,"[43, 6, 24, 17, 27]",1.2448401776055107e-07,15.830572128295898,3.080454007431399e-07,0.4989350438117981,3.2430803775787354
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,0,0.10206837952136993,0.2261345178041145,"[20, 14, 33, 4, 18]",4.805299758911133,4.807724475860596,4.8076958656311035,0.9914986491203308,0.002350330352783203
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,1,0.10207095742225647,0.25155601094418767,"[20, 4, 32, 14, 47]",4.7611541748046875,4.751460552215576,4.751433372497559,0.9149627089500427,-0.0006251335144042969
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,2,0.10207454115152359,0.28199112630285833,"[20, 4, 32, 9, 47]",4.75545072555542,4.734482288360596,4.7344255447387695,0.8477494716644287,-0.006693363189697266
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,3,0.10207994282245636,0.28634787396847333,"[20, 4, 32, 9, 47]",4.757511615753174,4.727338790893555,4.7272629737854,0.8421015739440918,-0.00848388671875
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,4,0.10208673775196075,0.27407634720380863,"[20, 4, 32, 9, 43]",4.755793571472168,4.718190670013428,4.718089580535889,0.8664332628250122,-0.006691932678222656
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,5,0.10209187865257263,0.25641615602430573,"[20, 4, 43, 32, 9]",4.75240421295166,4.707991123199463,4.70786190032959,0.8965613842010498,-0.004583835601806641
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,7,0.1020984873175621,0.2253813657579991,"[20, 4, 43, 31, 47]",4.748507499694824,4.689561367034912,4.6894707679748535,0.9239331483840942,-0.0025587081909179688
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,10,0.10210569202899933,0.19426779774620923,"[31, 43, 20, 4, 11]",4.7477617263793945,4.663485050201416,4.6631388664245605,0.8243423700332642,-0.002247333526611328
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,13,0.10210848599672318,0.18222879353349047,"[43, 11, 31, 20, 50]",4.746119499206543,4.633096694946289,4.632373332977295,0.6593950986862183,-0.0019011497497558594
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,17,0.10211604833602905,0.18447471377827762,"[11, 43, 21, 50, 34]",4.74104642868042,4.5845255851745605,4.582271099090576,0.49671173095703125,-0.002597808837890625
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,22,0.1021183431148529,0.19230803768418087,"[11, 43, 21, 45, 34]",4.736471652984619,4.508597373962402,4.5040178298950195,0.36949536204338074,-0.008423805236816406
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,30,0.10212528705596924,0.1862994622435439,"[21, 11, 43, 4, 34]",4.731288909912109,4.344692230224609,4.334306716918945,0.24839910864830017,-0.0380101203918457
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,40,0.10210813581943512,0.19292510671158286,"[21, 34, 4, 37, 45]",4.722968101501465,4.0724382400512695,4.04620885848999,0.1631937325000763,-0.08980226516723633
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,52,0.10205988585948944,0.2128836946198332,"[34, 21, 4, 37, 29]",4.708662509918213,3.6509509086608887,3.59163236618042,0.10583766549825668,-0.09952497482299805
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,70,0.10209497064352036,0.22858528481179,"[34, 29, 4, 21, 38]",4.68590784072876,2.886753797531128,2.744121789932251,0.0693068653345108,-0.08893871307373047
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,92,0.10224242508411407,0.22703682834404848,"[29, 21, 34, 4, 38]",4.823584079742432,1.7440717220306396,1.491146445274353,0.04654879868030548,-0.23495960235595703
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,122,0.10233721137046814,0.22076549937887785,"[29, 21, 4, 34, 38]",5.4679718017578125,0.46794599294662476,0.2745180130004883,0.040078841149806976,-0.7198934555053711
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,163,0.10247697681188583,0.21885131515741105,"[29, 4, 21, 34, 48]",5.529910564422607,0.25223439931869507,0.1393810361623764,0.04266086220741272,-1.3835935592651367
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,216,0.10256074368953705,0.2160930171216022,"[29, 4, 21, 48, 34]",5.301750659942627,0.19678598642349243,0.1070202961564064,0.048201583325862885,-1.538015365600586
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,286,0.10265299677848816,0.2186689483627333,"[29, 4, 21, 34, 38]",5.149331569671631,0.14770716428756714,0.0756121277809143,0.05390554293990135,-1.8483896255493164
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,380,0.10277214646339417,0.220841574363757,"[29, 4, 21, 3, 48]",4.9266581535339355,0.09320620447397232,0.04590616747736931,0.062125008553266525,-2.0808849334716797
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,504,0.10373851656913757,0.2300027656987459,"[29, 4, 21, 3, 38]",4.971073627471924,0.05166465416550636,0.02204856090247631,0.07550178468227386,-2.2860193252563477
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,668,0.1053507924079895,0.23723558300416783,"[29, 4, 3, 21, 8]",5.470669746398926,0.02571989595890045,0.010019718669354916,0.0833420604467392,-2.577116012573242
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,887,0.10758150368928909,0.25433689664075804,"[29, 4, 3, 21, 8]",6.22696590423584,0.016300735995173454,0.004237454384565353,0.09838003665208817,-2.8142776489257812
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,1177,0.11106182634830475,0.2686695126568655,"[29, 4, 3, 21, 8]",6.870809555053711,0.0018374471692368388,0.00022151946905069053,0.10655178129673004,-3.372086524963379
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,1561,0.1156889945268631,0.2797116093977494,"[4, 29, 3, 8, 21]",7.6622090339660645,0.00012339658860582858,4.9757209126255475e-06,0.11413910239934921,-4.1576995849609375
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,2071,0.12141839414834976,0.2705028180560257,"[4, 29, 8, 3, 21]",6.289626598358154,2.1665093299816363e-05,3.440189857428777e-07,0.12309078127145767,-3.240802764892578
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,2749,0.12778322398662567,0.30023534152088815,"[4, 3, 29, 8, 21]",5.273574352264404,0.0006451882654801011,3.67216307495255e-05,0.09910422563552856,-3.399068832397461
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,3647,0.1374867856502533,0.30079386474224795,"[8, 4, 3, 21, 29]",4.276401996612549,0.03796425089240074,0.008441059850156307,0.10488422960042953,-1.3275527954101562
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,4839,0.14809583127498627,0.3537224277132381,"[4, 8, 3, 29, 21]",4.846897125244141,0.015305706299841404,0.0011249944800511003,0.13279631733894348,-2.6556596755981445
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,6421,0.16010253131389618,0.4184709322695259,"[4, 3, 8, 29, 21]",4.117415904998779,0.030340909957885742,0.003507104702293873,0.10065148770809174,-1.4132709503173828
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,8519,0.17409230768680573,0.5785804707255127,"[4, 3, 8, 29, 21]",5.5829925537109375,0.0022825493942946196,2.5504061795800226e-06,0.09986664354801178,-4.163457870483398
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,11304,0.20304226875305176,0.7462971300627359,"[4, 3, 8, 29, 48]",4.280581474304199,0.0313161201775074,1.3558199043472996e-06,0.10527857393026352,-2.842074394226074
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,14999,0.24550577998161316,0.8981106781746326,"[4, 3, 8, 29, 48]",2.4475762844085693,0.5194212794303894,3.118672611890361e-05,0.10822219401597977,-2.0189342498779297
p113_add_f0.3_alibi_L1_wd1.0_s0_ood,alibi,0,True,-1,0.24550577998161316,0.8981106781746326,"[4, 3, 8, 29, 48]",2.4475762844085693,0.5194212794303894,3.118672611890361e-05,0.10822219401597977,-2.0189342498779297
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,0,0.10186977684497833,0.20768157346487212,"[19, 7, 53, 49, 48]",4.810011863708496,4.810122013092041,4.810163497924805,1.044407606124878,0.0006098747253417969
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,1,0.10187064111232758,0.20639864763378812,"[19, 7, 49, 32, 53]",4.764120101928711,4.757093906402588,4.757078170776367,1.0215917825698853,-0.0004963874816894531
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,2,0.10187213122844696,0.21692943689454666,"[32, 7, 49, 35, 19]",4.750802993774414,4.736077308654785,4.736026287078857,0.9823461771011353,-0.0035753250122070312
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,3,0.10186910629272461,0.23600566402572232,"[32, 35, 7, 26, 49]",4.750036239624023,4.727662563323975,4.727570533752441,0.9603676199913025,-0.005611896514892578
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,4,0.10187011957168579,0.249759002754916,"[32, 26, 35, 7, 49]",4.750096321105957,4.7206220626831055,4.720489501953125,0.9587782621383667,-0.0044422149658203125
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,5,0.1018672063946724,0.24911582187401587,"[32, 26, 35, 7, 49]",4.748607635498047,4.712775230407715,4.712601184844971,0.9613503217697144,-0.002129077911376953
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,7,0.10186492651700974,0.23141398570556396,"[26, 32, 7, 35, 49]",4.744497299194336,4.696780204772949,4.696473598480225,0.9409736394882202,0.0013051033020019531
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,10,0.1018686443567276,0.2132347827464268,"[26, 32, 7, 35, 45]",4.740810394287109,4.672836780548096,4.672050952911377,0.8337830901145935,0.003154277801513672
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,13,0.10186871886253357,0.2112948182495509,"[26, 32, 45, 7, 35]",4.739675521850586,4.646151542663574,4.644652843475342,0.6947884559631348,0.005260467529296875
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,17,0.10187898576259613,0.23450488992752103,"[26, 45, 14, 32, 18]",4.737656593322754,4.603127956390381,4.60017728805542,0.5326117873191833,0.009145259857177734
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,22,0.10190792381763458,0.2677102320698522,"[26, 45, 32, 14, 18]",4.732335090637207,4.535947799682617,4.529994487762451,0.3951888084411621,0.01012563705444336
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,30,0.10202695429325104,0.2922175523524025,"[26, 45, 32, 14, 18]",4.723453044891357,4.393494129180908,4.379042625427246,0.2641145586967468,-0.002227783203125
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,40,0.10226830095052719,0.2737939151246562,"[26, 32, 45, 38, 35]",4.708052635192871,4.152606964111328,4.119051456451416,0.17437906563282013,-0.03557586669921875
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,52,0.10259445756673813,0.2928060060812338,"[26, 32, 1, 38, 6]",4.671944618225098,3.794679641723633,3.715060234069824,0.11582429707050323,-0.057829856872558594
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,70,0.10334564745426178,0.3428989029288651,"[32, 26, 1, 18, 6]",4.564189434051514,3.1727521419525146,2.960507869720459,0.07406333088874817,-0.014224052429199219
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,92,0.10433463007211685,0.3893410322771507,"[32, 26, 1, 18, 6]",4.412023544311523,2.226781129837036,1.8093849420547485,0.05209925398230553,0.16037559509277344
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,122,0.10555336624383926,0.3925219489147143,"[32, 26, 1, 18, 6]",4.3808979988098145,0.8852226734161377,0.42518144845962524,0.04522494599223137,0.13054656982421875
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,163,0.10652101784944534,0.40250480650290954,"[32, 26, 1, 18, 6]",4.2082672119140625,0.49808168411254883,0.20486561954021454,0.04736028611660004,-0.28512001037597656
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,216,0.10711848735809326,0.411271766527267,"[32, 26, 1, 18, 6]",4.055174350738525,0.40977370738983154,0.15822666883468628,0.05307028815150261,-0.3162269592285156
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,286,0.10821066796779633,0.41749690007165347,"[32, 26, 1, 18, 6]",3.8944268226623535,0.3131425082683563,0.1127183735370636,0.06293156743049622,-0.4418516159057617
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,380,0.10984039306640625,0.42502378541302366,"[32, 26, 1, 18, 6]",3.9453516006469727,0.19179236888885498,0.04773849621415138,0.074974425137043,-0.4568490982055664
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,504,0.11257848888635635,0.43734798184368817,"[32, 26, 1, 18, 6]",4.023620128631592,0.09354306757450104,0.01090646255761385,0.09828585386276245,-0.3597574234008789
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,668,0.11729421466588974,0.45241175208876205,"[32, 26, 1, 18, 6]",4.290465831756592,0.0453675352036953,0.0028503816574811935,0.10298800468444824,-0.3046703338623047
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,887,0.12448076158761978,0.4725021739973911,"[26, 32, 1, 18, 47]",4.730020999908447,0.019364550709724426,0.0008385355467908084,0.10976126790046692,-0.5348377227783203
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,1177,0.13586017489433289,0.5031485983586329,"[26, 32, 1, 18, 47]",5.702839374542236,0.006421642377972603,2.3401000362355262e-05,0.1140110194683075,-0.8569087982177734
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,1561,0.14935946464538574,0.5443826736618569,"[26, 32, 1, 47, 18]",6.649552345275879,0.0028882850892841816,9.20867819331761e-07,0.12768177688121796,-0.8429450988769531
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,2071,0.16167739033699036,0.5677288803036294,"[1, 26, 32, 18, 47]",3.334474563598633,0.1414402425289154,0.007656923495233059,0.12940651178359985,0.6713333129882812
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,2749,0.1909697949886322,0.6907935991665629,"[1, 26, 32, 47, 18]",2.834476947784424,0.04574544355273247,1.1956628441112116e-05,0.10143022984266281,-0.6366062164306641
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,3647,0.23188862204551697,0.8259171265027723,"[1, 26, 32, 47, 18]",1.6503405570983887,0.5114855170249939,0.0010253381915390491,0.10451404005289078,-0.03600597381591797
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,4839,0.31829604506492615,0.9496060526100949,"[1, 26, 32, 47, 18]",0.42057937383651733,2.8165841102600098,0.002245209412649274,0.13574884831905365,0.6667075157165527
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,6421,0.6505208015441895,0.9990911410774254,"[32, 26, 1, 47, 18]",1.7612012015888467e-05,13.510231971740723,3.258901779190637e-05,0.46248891949653625,0.6276262998580933
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,8125,0.8434975743293762,0.9984988143166122,"[32, 26, 1, 47, 18]",1.6035230032684922e-07,21.306129455566406,3.3649371289357077e-07,0.5163165330886841,1.3173832893371582
p113_add_f0.3_alibi_L1_wd1.0_s1,alibi,1,False,-1,0.8434975743293762,0.9984988143166122,"[32, 26, 1, 47, 18]",1.6035230032684922e-07,21.306129455566406,3.3649371289357077e-07,0.5163165330886841,1.3173832893371582
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,0,0.10186547785997391,0.2046065473069856,"[19, 7, 53, 49, 32]",4.812720775604248,4.802656650543213,4.802677154541016,1.0418950319290161,0.0002932548522949219
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,1,0.10186096280813217,0.21710220175260744,"[19, 32, 7, 35, 49]",4.767689228057861,4.752027988433838,4.75200891494751,1.0135884284973145,-0.0009164810180664062
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,2,0.10185901820659637,0.24447681195884585,"[19, 32, 35, 18, 39]",4.753283977508545,4.7321648597717285,4.732049465179443,0.9725964665412903,-0.0038022994995117188
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,3,0.10185597091913223,0.2680876766306853,"[35, 32, 19, 18, 39]",4.7510457038879395,4.724215507507324,4.724079132080078,0.9508687853813171,-0.005358219146728516
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,4,0.10185359418392181,0.27740814428467564,"[35, 32, 19, 18, 39]",4.750762939453125,4.718125343322754,4.717955112457275,0.9490082859992981,-0.004417896270751953
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,5,0.10184797644615173,0.2756135908298455,"[35, 32, 19, 18, 55]",4.749664306640625,4.711135387420654,4.710983753204346,0.9515300989151001,-0.0025162696838378906
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,7,0.10184512287378311,0.26710583951699707,"[35, 32, 19, 18, 55]",4.74532413482666,4.694980144500732,4.694709777832031,0.9316055178642273,0.0004987716674804688
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,10,0.10184166580438614,0.2543830578035991,"[35, 32, 19, 18, 7]",4.740556240081787,4.667837619781494,4.667286396026611,0.8330219984054565,0.0020313262939453125
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,13,0.10184137523174286,0.24945418013802279,"[35, 32, 18, 28, 7]",4.74071741104126,4.63855504989624,4.637501239776611,0.7074331641197205,0.0007262229919433594
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,17,0.10184314101934433,0.24364646116793737,"[35, 18, 32, 28, 7]",4.740443706512451,4.590414047241211,4.588257789611816,0.5466181635856628,-0.0037384033203125
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,22,0.10185956954956055,0.2334491746978534,"[18, 26, 32, 35, 7]",4.735311985015869,4.515432834625244,4.510408401489258,0.4085593521595001,-0.011703014373779297
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,30,0.10191069543361664,0.23309371950295588,"[26, 18, 32, 9, 7]",4.728018283843994,4.352530002593994,4.340987205505371,0.27566957473754883,-0.03476142883300781
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,40,0.10208688676357269,0.2549682726993769,"[26, 18, 6, 25, 32]",4.71262264251709,4.075817108154297,4.0436224937438965,0.1764659583568573,-0.08404874801635742
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,52,0.10235559195280075,0.26533034856885684,"[26, 6, 18, 25, 32]",4.690934181213379,3.6518001556396484,3.5757462978363037,0.11807014793157578,-0.12544870376586914
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,70,0.10282665491104126,0.27668198876522787,"[18, 6, 26, 25, 32]",4.647702693939209,2.901747226715088,2.722177505493164,0.07635051012039185,-0.11865663528442383
p113_add_f0.3_alibi_L1_wd1.0_s1_ood,alibi,1,True,92,0.10348952561616898,0.2933791395367432,"[18, 6, 25, 26, 1]",4.613577842712402,1.856490969657898,1.5242984294891357,0.05835463106632233,0.004527568817138672
